Code,nama,nama.1,energi_kkal,protein_g,lemak_g,karbohidrat_g,serat_g,abu_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,b_kar_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitamin_c_mg,isValidated,validatedBy
M500400,"Keju maks 0,2g CaCl2 l susu ditambah semih min 30% lemak d","Keju maks 0,2g CaCl2 l susu ditambah semih min 30% lemak d",242.112810568,54.188,0.0,26.5,0.0,15.0,15.0,0.05,0.0,0.45,0.0,0.0,0.1,0.0,0.0,0.0,0.0,185.0,0.0,True,www.nutrisurvey.de
M500500,"Keju maks 0,2g CaCl2 l susu ditambah semih min 40% lemak d","Keju maks 0,2g CaCl2 l susu ditambah semih min 40% lemak d",268.164435792,50.385,0.0,21.719,0.0,20.0,20.0,0.05,0.0,0.598,0.0,0.0,0.1,0.0,0.0,0.0,0.0,239.0,0.0,True,www.nutrisurvey.de
M500600,"Keju maks 0,2g CaCl2 l susu ditambah semih min 45% lemak d","Keju maks 0,2g CaCl2 l susu ditambah semih min 45% lemak d",291.108986448,48.274,0.0,20.8,0.0,23.0,23.0,0.05,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,273.0,0.0,True,www.nutrisurvey.de
M500700,"Keju maks 0,2g CaCl2 l susu ditambah semih min 50% lemak d","Keju maks 0,2g CaCl2 l susu ditambah semih min 50% lemak d",323.135755072,45.074,0.0,20.0,0.0,27.0,27.0,0.05,0.0,0.81,0.0,0.0,0.1,0.0,0.0,0.0,0.0,327.0,0.0,True,www.nutrisurvey.de
M500800,"Keju maks 0,2g CaCl2 l susu ditambah semih min 60% lemak d","Keju maks 0,2g CaCl2 l susu ditambah semih min 60% lemak d",425.191204344,35.72,0.0,19.1,0.0,39.1,38.0,0.04,0.0,1.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,468.0,0.0,True,www.nutrisurvey.de
M501000,Bel Paese Jerman,Bel Paese Jerman,298.75717,48.644,0.0,21.7,0.0,23.5,25.0,0.04,0.0,0.71,0.0,0.0,0.1,0.0,0.0,0.0,0.0,283.0,0.0,True,www.nutrisurvey.de
M502000,Keju biru,Keju biru,303.53728472,46.634,0.0,22.0,0.0,24.001,25.0,0.04,0.0,0.5,0.0,0.0,0.87,0.0,0.0,0.0,0.0,217.0,0.0,True,www.nutrisurvey.de
M505611,Keju Trappists min 45% bahan kering lemak,Keju Trappists min 45% bahan kering lemak,338.432122176,43.16,0.0,24.201,0.0,26.8,27.0,0.04,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,327.0,0.0,True,www.nutrisurvey.de
M507611,Esrom min 45% bahan kering lemak,Esrom min 45% bahan kering lemak,313.575525632,46.743,0.0,22.506,0.0,24.901,25.0,0.05,0.0,0.71,0.0,0.0,0.1,0.0,0.0,0.0,0.0,297.0,0.0,True,www.nutrisurvey.de
M513711,Keju biru min 50% bahan kering lemak,Keju biru min 50% bahan kering lemak,358.508604,41.49,0.0,21.6,0.0,29.8,30.0,0.04,0.0,0.76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,275.0,0.0,True,www.nutrisurvey.de
M516711,Danablu min 50% bahan kering lemak,Danablu min 50% bahan kering lemak,345.36328852,44.067,0.0,20.2,0.0,29.5,30.0,0.04,0.0,0.75,0.0,0.0,0.5,0.0,0.0,0.0,0.0,322.0,0.0,True,www.nutrisurvey.de
M517811,Stilton min 60% dan paling banyak 85% bahan kering lemak,Stilton min 60% dan paling banyak 85% bahan kering lemak,461.759081952,29.182,0.0,26.0,0.0,40.0,40.0,0.07,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,408.0,0.0,True,www.nutrisurvey.de
M522111,gorgonzola,gorgonzola,356.596558112,43.502,0.0,19.4,0.0,31.2,30.0,0.05,0.0,0.6,0.0,0.0,0.32,0.0,0.0,0.0,0.0,257.0,0.0,True,www.nutrisurvey.de
M523011,Irisan keju,Irisan keju,271.27151036,51.796,0.0,17.2,0.0,19.7,20.0,0.03,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,297.0,0.0,True,www.nutrisurvey.de
M600000,Keju lembut,Keju lembut,275.334607872,53.616,0.0,20.102,0.0,21.799,20.0,0.045,0.0,0.4,0.0,0.0,1.2,0.0,0.0,0.0,0.0,297.0,0.0,True,www.nutrisurvey.de
M600300,Keju lunak min 20% bahan kering lemak,Keju lunak min 20% bahan kering lemak,178.537284792,61.847,0.0,24.197,0.0,9.0,10.0,0.04,0.0,0.199,0.0,0.0,1.195,0.0,0.0,0.0,0.0,98.0,0.0,True,www.nutrisurvey.de
M600400,Keju lunak min 30% bahan kering lemak,Keju lunak min 30% bahan kering lemak,209.130019,59.8,0.0,23.0,0.0,13.0,15.0,0.05,0.0,0.3,0.0,0.0,1.2,0.0,0.0,0.0,0.0,153.0,0.0,True,www.nutrisurvey.de
M600500,Keju lunak min 40% bahan kering lemak,Keju lunak min 40% bahan kering lemak,266.969407112,54.292,0.0,22.0,0.0,20.0,20.0,0.05,0.0,0.44,0.0,0.0,1.3,0.0,0.0,0.0,0.0,325.0,0.0,True,www.nutrisurvey.de
M600600,Keju lunak min 45% bahan kering lemak,Keju lunak min 45% bahan kering lemak,275.334607872,53.616,0.0,20.102,0.0,21.799,20.0,0.045,0.0,0.4,0.0,0.0,1.2,0.0,0.0,0.0,0.0,297.0,0.0,True,www.nutrisurvey.de
M600700,Keju lunak min 50% bahan kering lemak,Keju lunak min 50% bahan kering lemak,311.90248548,49.924,0.0,21.1,0.0,25.5,25.0,0.04,0.0,0.77,0.0,0.0,1.2,0.0,0.0,0.0,0.0,305.0,0.0,True,www.nutrisurvey.de
M600800,Keju lunak minimal 60% dan bahan kering lemak paling banyak 85%.,Keju lunak minimal 60% dan bahan kering lemak paling banyak 85%.,362.571701512,46.716,0.0,16.8,0.0,33.2,35.0,0.04,0.0,1.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,403.0,0.0,True,www.nutrisurvey.de
M600900,Keju lunak 70% bahan kering lemak,Keju lunak 70% bahan kering lemak,407.982791352,43.631,0.0,13.2,0.0,40.0,40.0,0.04,0.0,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,480.0,0.0,True,www.nutrisurvey.de
M601700,Brie min 50% bahan kering lemak,Brie min 50% bahan kering lemak,335.325047608,46.097,0.0,21.1,0.0,27.9,30.0,0.05,0.0,0.71,0.0,0.0,1.1,0.0,0.0,0.0,0.0,305.0,0.0,True,www.nutrisurvey.de
M602000,keju Camembert,keju Camembert,287.762906144,52.032,0.0,21.0,0.0,22.8,25.0,0.045,0.0,0.5,0.0,0.0,1.1,0.0,0.0,0.0,0.0,362.0,0.0,True,www.nutrisurvey.de
M603000,burger,burger,270.07648168,52.451,0.0,23.2,0.0,19.7,20.0,0.05,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,240.0,0.0,True,www.nutrisurvey.de
M605300,Romadur min 20% bahan kering lemak,Romadur min 20% bahan kering lemak,178.776290528,61.17,0.0,24.0,0.0,9.0,10.0,0.05,0.0,0.28,0.0,0.0,0.2,0.0,0.0,0.0,0.0,108.0,0.0,True,www.nutrisurvey.de
M606711,Keju biara mirip dengan Romadur min 50% lemak kering,Keju biara mirip dengan Romadur min 50% lemak kering,342.256213952,44.475,0.0,21.102,0.0,28.801,30.0,0.05,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,307.0,0.0,True,www.nutrisurvey.de
M710000,Krim keju,Krim keju,335.325047608,52.961,0.0,11.0,0.0,31.5,30.0,0.045,0.0,0.7,0.0,0.0,0.11,0.0,0.0,0.0,0.0,325.0,0.0,True,www.nutrisurvey.de
M710700,Krim keju min 50% bahan kering lemak,Krim keju min 50% bahan kering lemak,281.309751272,56.732,0.0,13.8,0.0,23.6,25.0,0.056,0.0,0.7,0.0,0.0,0.14,0.0,0.0,0.0,0.0,248.0,0.0,True,www.nutrisurvey.de
M710800,Krim keju min 60% dan bahan kering lemak paling banyak 85%.,Krim keju min 60% dan bahan kering lemak paling banyak 85%.,335.325047608,52.961,0.0,11.0,0.0,31.5,30.0,0.045,0.0,0.7,0.0,0.0,0.11,0.0,0.0,0.0,0.0,325.0,0.0,True,www.nutrisurvey.de
M711000,Keju lembut,Keju lembut,102.294455008,78.341,0.0,12.6,0.0,4.3,5.0,0.03,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,55.0,0.0,True,www.nutrisurvey.de
M711100,Keju cottage dengan bahan kering lemak paling banyak 10%.,Keju cottage dengan bahan kering lemak paling banyak 10%.,81.500955976,80.089,0.0,13.3,0.0,1.4,1.0,0.024,0.0,0.03,0.0,0.0,0.128,0.0,0.0,0.0,0.0,17.0,0.0,True,www.nutrisurvey.de
M713100,Dadih dengan paling banyak 10% bahan kering lemak,Dadih dengan paling banyak 10% bahan kering lemak,75.28680684,80.65,0.0,13.5,0.0,0.2,1.0,0.04,0.0,0.01,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.0,0.0,True,www.nutrisurvey.de
M713300,Dadih min 20% bahan kering lemak,Dadih min 20% bahan kering lemak,99.904397648,79.6,0.0,10.8,0.0,4.4,23.0,0.03,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,59.0,0.0,True,www.nutrisurvey.de
M713500,Dadih min 40% bahan kering lemak,Dadih min 40% bahan kering lemak,142.925430128,76.05,0.0,9.0,0.0,10.3,50.0,0.03,0.0,0.27,0.0,0.0,0.1,0.0,0.0,0.0,0.0,120.0,0.0,True,www.nutrisurvey.de
M730100,Keju susu kental dengan paling banyak 10% bahan kering lemak,Keju susu kental dengan paling banyak 10% bahan kering lemak,131.214149064,63.601,0.0,30.0,0.0,0.7,1.0,0.03,0.0,0.02,0.0,0.0,0.7,0.0,0.0,0.0,0.0,12.0,0.0,True,www.nutrisurvey.de
M741811,Ricotta min 60% dan paling banyak 85% bahan kering lemak,Ricotta min 60% dan paling banyak 85% bahan kering lemak,174.235181544,71.765,0.0,9.5,0.0,15.0,15.0,0.015,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,320.0,0.0,True,www.nutrisurvey.de
M770000,Keju olahan,Keju olahan,327.676864056,50.898,0.0,13.2,0.0,30.4,30.0,0.04,0.0,0.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,297.0,0.0,True,www.nutrisurvey.de
M770311,Keju olahan min 20% bahan kering lemak,Keju olahan min 20% bahan kering lemak,221.558317272,54.4,0.0,27.0,0.0,12.0,25.0,0.03,0.0,0.36,0.0,0.0,0.2,0.0,0.0,0.0,0.0,142.0,0.0,True,www.nutrisurvey.de
M820000,Produk krim keju,Produk krim keju,335.325047608,52.961,0.0,11.0,0.0,31.5,30.0,0.045,0.0,0.7,0.0,0.0,0.11,0.0,0.0,0.0,0.0,325.0,0.0,True,www.nutrisurvey.de
M831000,Dadih dengan buah,Dadih dengan buah,103.250477952,73.804,0.0,5.984,0.0,0.709,3.0,0.039,0.0,0.138,0.0,0.0,0.199,0.792,0.0,0.0,0.0,12.0,0.0,True,www.nutrisurvey.de
M837511,Dadih dengan herba minimal 40% bahan kering lemak,Dadih dengan herba minimal 40% bahan kering lemak,113.288718864,74.387,0.0,5.47,0.0,4.731,233.0,0.078,0.0,0.997,0.0,0.0,0.61,1.993,0.0,0.0,0.0,304.0,0.0,True,www.nutrisurvey.de
M849011,Pemutih kopi,Pemutih kopi,549.235181328,3.723,0.0,4.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,True,www.nutrisurvey.de
M882000,Susu bubuk utuh,Susu bubuk utuh,494.74187352,1.779,0.0,25.3,0.0,26.3,25.0,0.29,0.0,0.498,0.0,0.0,0.7,0.0,0.0,0.0,0.0,317.0,0.0,True,www.nutrisurvey.de
M884000,Susu bubuk skim,Susu bubuk skim,368.307839176,2.088,0.0,35.5,0.0,0.9,1.0,0.34,0.0,0.011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,True,www.nutrisurvey.de
M886000,Bubuk mentega,Bubuk mentega,379.541108768,6.898,0.0,34.9,0.0,6.0,0.0,0.29,0.0,0.18,0.0,0.0,1.1,0.0,0.0,0.0,0.0,77.0,0.0,True,www.nutrisurvey.de
N110000,Air minum,Air minum,0.0,99.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N127011,Air mineral berkarbonasi,Air mineral berkarbonasi,0.0,99.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N128000,Air mineral masih,Air mineral masih,0.0,99.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N200000,Minuman jus buah,Minuman jus buah,47.323135728,87.903,0.0,0.17,0.0,0.032,0.0,0.001,0.0,0.0,0.0,0.0,0.009,0.345,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N310000,Minuman ringan dengan ekstrak buah,Minuman ringan dengan ekstrak buah,41.586998064,89.65,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N311000,Minuman ringan rendah kalori,Minuman ringan rendah kalori,2.629063096,99.28,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N320000,Minuman ringan berkarbonasi,Minuman ringan berkarbonasi,41.586998064,89.65,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N321000,Minuman ringan berkarbonasi rendah kalori,Minuman ringan berkarbonasi rendah kalori,2.629063096,99.28,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N330000,Minuman Cola berkafein,Minuman Cola berkafein,60.707456944,84.78,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N331000,Minuman cola rendah kalori,Minuman cola rendah kalori,3.58508604,98.85,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N350011,Minuman instan,Minuman instan,383.126194808,3.5,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,2.9,0.3,0.0,0.0,0.0,1.0,0.0,True,www.nutrisurvey.de
N390100,Campuran Kola,Campuran Kola,44.933078368,88.763,0.0,1.66,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N410100,Minuman kopi biji,Minuman kopi biji,2.151051624,99.4,0.0,0.2,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N410200,Kopi dengan minuman susu,Kopi dengan minuman susu,4.063097512,99.015,0.0,0.3,0.0,0.113,0.0,0.002,0.0,0.002,0.0,0.0,0.68,0.0,0.0,0.0,0.0,1.0,0.0,True,www.nutrisurvey.de
N410300,Kopi dengan minuman susu dan gula,Kopi dengan minuman susu dan gula,11.711281064,97.138,0.0,0.294,0.0,0.111,0.0,0.002,0.0,0.002,0.0,0.0,0.667,0.0,0.0,0.0,0.0,1.0,0.0,True,www.nutrisurvey.de
N410400,Kopi dengan minuman susu kental manis,Kopi dengan minuman susu kental manis,6.214149136,98.595,0.0,0.403,0.0,0.242,0.0,0.003,0.0,0.005,0.0,0.0,0.683,0.0,0.0,0.0,0.0,3.0,0.0,True,www.nutrisurvey.de
N410500,Kopi dengan susu kental manis dan minuman gula,Kopi dengan susu kental manis dan minuman gula,13.862332688,96.724,0.0,0.396,0.0,0.237,0.0,0.003,0.0,0.005,0.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,0.0,True,www.nutrisurvey.de
N410600,Kopi dengan minuman gula,Kopi dengan minuman gula,10.038240912,97.453,0.0,0.196,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.686,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N420900,Kopi instan dikeringkan,Kopi instan dikeringkan,339.149139384,3.31,0.0,15.9,0.0,0.47,0.0,0.008,0.0,0.0,0.0,0.0,22.0,0.19,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N500100,Minuman kopi semu,Minuman kopi semu,2.151051624,99.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N500400,Kopi semu dengan minuman susu kental manis,Kopi semu dengan minuman susu kental manis,6.214149136,98.594,0.0,0.21,0.0,0.242,0.0,0.002,0.0,0.005,0.0,0.0,0.215,0.0,0.0,0.0,0.0,3.0,0.0,True,www.nutrisurvey.de
N500500,Kopi semu dengan susu kental manis dan minuman gula,Kopi semu dengan susu kental manis dan minuman gula,13.862332688,96.724,0.0,0.206,0.0,0.237,0.0,0.002,0.0,0.005,0.0,0.0,0.211,0.0,0.0,0.0,0.0,3.0,0.0,True,www.nutrisurvey.de
N500600,Kopi semu dengan minuman gula,Kopi semu dengan minuman gula,10.038240912,97.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N600100,Minuman teh,Minuman teh,0.478011472,99.79,0.0,0.1,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N630200,Teh hitam dengan minuman susu,Teh hitam dengan minuman susu,2.39005736,99.392,0.0,0.203,0.0,0.114,0.0,0.002,0.0,0.002,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,True,www.nutrisurvey.de
N630300,Teh hitam dengan minuman susu dan gula,Teh hitam dengan minuman susu dan gula,10.038240912,97.509,0.0,0.199,0.0,0.112,0.0,0.002,0.0,0.002,0.0,0.0,0.098,0.0,0.0,0.0,0.0,1.0,0.0,True,www.nutrisurvey.de
N630600,Teh hitam dengan minuman gula,Teh hitam dengan minuman gula,8.36520076,97.835,0.0,0.098,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.098,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N720100,Minuman teh,Minuman teh,0.717017208,99.7,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
N720600,Teh hitam dengan minuman gula,Teh hitam dengan minuman gula,8.843212231999999,97.747,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
P100011,Bir,Bir,42.304015272,92.185,0.0,0.5,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.77,0.0,0.0,3.96,0.0,0.0,0.0,True,www.nutrisurvey.de
P110000,Bir bebas alkohol,Bir bebas alkohol,25.573613752,93.744,0.0,0.38,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.33,0.0,0.0,0.0,True,www.nutrisurvey.de
P120000,Bir rendah alkohol,Bir rendah alkohol,55.210325016,87.18,0.0,0.5,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.53,0.0,0.0,1.28,0.0,0.0,0.0,True,www.nutrisurvey.de
P121000,bir malt,bir malt,55.210325016,87.18,0.0,0.5,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.53,0.0,0.0,1.28,0.0,0.0,0.0,True,www.nutrisurvey.de
P151000,Fermentasi atas bir putih,Fermentasi atas bir putih,42.782026744,92.302,0.0,0.298,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.824,0.0,0.0,4.2,0.0,0.0,0.0,True,www.nutrisurvey.de
P151300,Bir bir putih,Bir bir putih,42.782026744,92.302,0.0,0.298,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.824,0.0,0.0,4.2,0.0,0.0,0.0,True,www.nutrisurvey.de
P163000,Bir Pilsner ringan dalam hal warna,Bir Pilsner ringan dalam hal warna,42.304015272,92.185,0.0,0.5,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.77,0.0,0.0,3.96,0.0,0.0,0.0,True,www.nutrisurvey.de
P170000,Bir bir kuat bir asli wort lebih dari 12%,Bir bir kuat bir asli wort lebih dari 12%,59.751434,88.96,0.0,0.7,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,1.27,0.0,0.0,5.5,0.0,0.0,0.0,True,www.nutrisurvey.de
P192000,Bir dicampur dengan minuman ringan,Bir dicampur dengan minuman ringan,33.938814512,92.754,0.0,0.25,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.44,0.0,0.0,1.8,0.0,0.0,0.0,True,www.nutrisurvey.de
P200000,Anggur putih anggur merah,Anggur putih anggur merah,74.330783896,87.445,0.0,0.1,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.08,0.0,0.0,8.8,0.0,0.0,0.0,True,www.nutrisurvey.de
P210011,Anggur putih kering,Anggur putih kering,72.179732272,88.96,0.0,0.2,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10.0,0.0,0.0,0.0,True,www.nutrisurvey.de
P216000,Anggur putih Auslese dari buah anggur pilihan yang sudah matang,Anggur putih Auslese dari buah anggur pilihan yang sudah matang,97.99235176,82.61,0.0,0.2,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.08,0.0,0.0,10.2,0.0,0.0,0.0,True,www.nutrisurvey.de
P220000,Anggur putih setengah kering,Anggur putih setengah kering,74.330783896,87.445,0.0,0.1,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.08,0.0,0.0,8.8,0.0,0.0,0.0,True,www.nutrisurvey.de
P253011,Anggur merah kualitas sedang,Anggur merah kualitas sedang,66.204588872,88.93,0.0,0.22,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.88,0.0,0.0,0.0,True,www.nutrisurvey.de
P260000,Anggur merah berat,Anggur merah berat,78.393881408,87.005,0.0,0.22,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,9.5,0.0,0.0,0.0,True,www.nutrisurvey.de
P281000,Bumbu angin biasanya disajikan panas,Bumbu angin biasanya disajikan panas,104.684512368,78.31,0.0,0.155,0.0,0.023,0.0,0.001,0.0,0.0,0.0,0.0,0.069,0.051,0.0,6.18,0.0,0.0,0.0,True,www.nutrisurvey.de
P285000,Pendingin anggur,Pendingin anggur,37.284894816,93.596,0.0,0.05,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.04,0.0,0.0,4.4,0.0,0.0,0.0,True,www.nutrisurvey.de
P288000,Pukulan anggur,Pukulan anggur,108.030592672,76.323,0.0,0.223,0.0,0.05,3.0,0.028,0.0,0.033,0.0,0.0,0.114,0.464,0.0,5.297,0.0,3.0,0.0,True,www.nutrisurvey.de
P321000,Anggur bersoda Sekt dengan kualitas Champagne tidak diproduksi,Anggur bersoda Sekt dengan kualitas Champagne tidak diproduksi,78.87189288,86.52,0.0,0.16,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.07,0.0,0.0,8.9,0.0,0.0,0.0,True,www.nutrisurvey.de
P353111,anggur apel,anggur apel,65.96558313599999,86.909,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.01,0.0,0.0,5.0,0.0,0.0,0.0,True,www.nutrisurvey.de
P400000,Minuman keras anggur manis dan kering,Minuman keras anggur manis dan kering,153.441682512,72.257,0.0,0.16,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.05,0.0,0.0,14.8,0.0,0.0,0.0,True,www.nutrisurvey.de
P500000,Minuman keras,Minuman keras,242.59082204,52.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,True,www.nutrisurvey.de
P546011,Minuman keras telur Egg Nog,Minuman keras telur Egg Nog,284.894837312,47.36,0.0,4.0,0.0,7.0,4.0,0.07,0.0,0.0,0.0,0.0,0.055,0.0,0.0,13.4,0.0,146.0,0.0,True,www.nutrisurvey.de
P560000,Minuman keras Rempah-rempah Pahit,Minuman keras Rempah-rempah Pahit,248.56596544,59.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,True,www.nutrisurvey.de
P620011,Brendi,Brendi,237.571701584,64.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1,0.0,0.0,0.0,True,www.nutrisurvey.de
P711000,Roh Putih Jernih,Roh Putih Jernih,184.990439664,73.278,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,0.0,True,www.nutrisurvey.de
P730000,Brandy dari biji-bijian,Brandy dari biji-bijian,249.999999856,63.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,True,www.nutrisurvey.de
P741011,rum >38%,rum >38%,231.596558184,66.574,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0,True,www.nutrisurvey.de
P900000,Koktail,Koktail,141.252389976,75.715,0.0,0.245,0.0,0.9,0.0,0.04,0.0,0.0,0.0,0.0,0.12,0.0,0.0,13.7,0.0,0.0,0.0,True,www.nutrisurvey.de
Q120000,Minyak zaitun,Minyak zaitun,881.692160104,0.05,0.0,0.0,0.0,99.6,50.0,0.0,0.0,11.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,True,www.nutrisurvey.de
Q200000,Minyak nabati asam linoleat 30% - 60%,Minyak nabati asam linoleat 30% - 60%,882.648183048,0.19,0.0,0.0,0.0,99.8,6.0,0.0,0.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,True,www.nutrisurvey.de
Q210000,Minyak kacang,Minyak kacang,879.780114216,0.39,0.0,0.0,0.0,99.4,1.0,0.0,0.0,9.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
Q220000,Minyak bibit gandum,Minyak bibit gandum,880.019119952,0.485,0.0,0.0,0.0,99.5,24.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
Q230000,Minyak biji wijen,Minyak biji wijen,880.73613716,0.25,0.0,0.2,0.0,99.5,10.0,0.01,0.0,0.37,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
